timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-31T07:26:57,SpikeYOLO,2c150ae8-77f0-40b8-81fe-5ad2d0b04b4c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,79764.80569240497,2.2312515730083344,2.797288294805925e-05,17.85469472,78.25016146994453,54.0,0.4004605263954287,11.263410421276674,1.1557301612525401,12.819601108924644,0.0,Spain,ESP,catalonia,,,Linux-6.4.0-150600.23.78-default-x86_64-with-glibc2.38,3.11.13,3.1.1,16,AMD Ryzen 9 9950X3D 16-Core Processor,1,1 x NVIDIA GeForce RTX 5090,2.1449,41.4888,186.3973846435547,machine,N,1.0,0.0
