timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-29T00:35:32,SpikeYOLO,a7ddcb08-f8ec-4e6b-b033-5f8b7ac24024,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19073.630115116015,0.5085202415136066,2.666090505291911e-05,18.414368241875,298.3903234688177,54.0,0.09464578421638568,2.5507536739346364,0.27629109923827494,2.9216905573892937,0.0,Spain,ESP,catalonia,,,Linux-6.4.0-150600.23.78-default-x86_64-with-glibc2.38,3.11.13,3.1.1,16,AMD Ryzen 9 9950X3D 16-Core Processor,1,1 x NVIDIA GeForce RTX 5090,2.1449,41.4888,186.3973846435547,machine,N,1.0,0.0
