timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2025-12-31T15:21:21,VanillaCNN,fab89530-717b-4595-8b19-61584103e1fd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,17736.866656559985,0.2846599863397954,1.6049057133465783e-05,70.20836846385714,153.2813147676301,54.0,0.1394292263796827,1.2389315111444148,0.2571462221989407,1.6355069597230418,0.0,Spain,ESP,catalonia,Linux-6.4.0-150600.23.78-default-x86_64-with-glibc2.38,3.11.13,3.1.1,16,AMD Ryzen 9 9950X3D 16-Core Processor,1,1 x NVIDIA GeForce RTX 5090,2.1449,41.4888,186.3973846435547,machine,N,1.0,0.0,,
2026-01-06T22:38:23,VanillaCNN,5c834041-810f-4efc-88e5-b9a73b2b5b8e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,17653.598357643,0.28219855211295103,1.5985327546028322e-05,24.26124391925,116.9355547415101,54.0,0.13277232853191903,1.232650509730746,0.255942011567561,1.6213648498302269,0.0,Spain,ESP,catalonia,Linux-6.4.0-150600.23.78-default-x86_64-with-glibc2.38,3.11.13,3.1.1,16,AMD Ryzen 9 9950X3D 16-Core Processor,1,1 x NVIDIA GeForce RTX 5090,2.1449,41.4888,186.3973846435547,machine,N,1.0,0.0,,
